ad_id,ad_name,adset_name,adset_id,campaign_id,campaign_name,objective,marketing_objective,ad_account,post_id,message,permalink_url,link,type
23842634448560745,BOOSTED_Event Announcement,FB [Newsfeed]_All Devices_Non-Customers_Takeaway Interests,23842634448710745,23842634448470745,Food-Fest_UK_04Jul-18Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,EVENT_RESPONSES,,1411952492149453,,,,,
23842632928200745,DARK_Video Link Ad_FoodThatDoesntJudge_Burger,"FB [Newsfeed]_All Devices_Dinner Occasions_1 Order in 3 Months, >5 in Lifetime",23842632928140745,23842632910030745,WWYSTF_NZ_06Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Dinner-Occasions_Becky,LINK_CLICKS,,1411952492149453,,,,,
23842635073060745,Dark_Canvas_Food-Fest,FB [Newsfeed]_All Devices_Non-Customers_Heavy TV Viewers,23842635071150745,23842635068040745,Food-Fest-Canvas_UK_04Jul-15Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky+National,LINK_CLICKS,,1411952492149453,,,,,
23842634480850745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Newsfeed]_All Devices_Customer Activation_1st-2nd Order [Standard],23842634480870745,23842634174550745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Customer-Activation_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842634175770745,DARK_Video Ad_WhatWouldYouSayToFood_2,"FB [Newsfeed]_All Devices_Dinner Occasions_1 Order in 3 Months, >5 in Lifetime",23842634174510745,23842634174490745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Dinner-Occasions_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842632922620745,DARK_Video Link Ad_FoodThatDoesntJudge_Burger,FB [Newsfeed]_All Devices_Reactivation_Live [At Risk],23842632922520745,23842632909000745,WWYSTF_NZ_06Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Reactivation_Becky,LINK_CLICKS,,1411952492149453,,,,,
23842634174520745,DARK_Video Ad_WhatWouldYouSayToFood_6,FB [Newsfeed]_All Devices_Reactivation_Dormant,23842634174780745,23842634174470745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Reactivation_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842634175380745,DARK_Video Ad_WhatWouldYouSayToFood_6,FB [Newsfeed]_All Devices_Non-Customers_Website Retargeting,23842634175640745,23842634174580745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842634175140745,DARK_Video Ad_WhatWouldYouSayToFood_2,FB [Newsfeed]_All Devices_Non-Customers_Lookalike: App and Web Customers,23842634175530745,23842634174580745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842632910710745,DARK_Video Link Ad_FoodThatDoesntJudge_Sushi,FB [Newsfeed]_All Devices_Non-Customers_Website Retargeting,23842632910390745,23842632908630745,WWYSTF_NZ_06Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,LINK_CLICKS,,1411952492149453,,,,,
23842634480840745,DARK_Video Ad_WhatWouldYouSayToFood_2,FB [Newsfeed]_All Devices_Customer Activation_1st-2nd Order [Standard],23842634480870745,23842634174550745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Customer-Activation_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842632890390745,DARK_Video Ad_FoodThatDoesntJudge_Burger,FB [Mobile & Desktop (Newsfeed)]_Non-customers_All_Competitor Interests – Copy,23842632890050745,23842632888300745,23Jun17-30Jun17_Brand_UK_FoodThatDoesntJudge-Video_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,VIDEO_VIEWS,,1411952492149453,,,,,
23842635482530745,Boosted_ChatBot_1,"FB [Newsfeed]_All Devices_Dinner Occasions_1 Order in 3 Months, 3-5 in Lifetime",23842635482450745,23842635482370745,Food-Fest:-Chatbot-(London)_UK_07Jul-13Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Dinner-Occasions_Becky,LINK_CLICKS,,1411952492149453,,,,,
23842632890430745,DARK_Video Ad_FoodThatDoesntJudge_Burger,FB [Mobile & Desktop (Newsfeed)]_Lookalike (Pixel)_Non-customers_All_LAL App Customers – Copy,23842632890070745,23842632888300745,23Jun17-30Jun17_Brand_UK_FoodThatDoesntJudge-Video_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,VIDEO_VIEWS,,1411952492149453,,,,,
23842632901460745,DARK_Video Ad_FoodThatDoesntJudge_Pizza,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Users who have made 5+ orders in their life time & 1 order in the last 3 months,23842632901370745,23842632888730745,23Jun17-30Jun17_Brand_UK_FoodThatDoesntJudge-Video_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Dinner Occasions,VIDEO_VIEWS,,1411952492149453,,,,,
23842632897930745,DARK_Video Ad_FoodThatDoesntJudge_Sushi,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Dormant at risk – Copy,23842632897910745,23842632888640745,23Jun17-30Jun17_Brand_UK_FoodThatDoesntJudge-Video_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Reactivations,VIDEO_VIEWS,,1411952492149453,,,,,
23842632884480745,BOOSTED_Still_Coke,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Placed 1 order in the last 3 months and 3-5 orders in lifetime – Copy 2,23842631357920745,23842631357800745,23Jun17-30Jun17_Brand_UK_Coke-Competition_41_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Dinner Occasions,POST_ENGAGEMENT,,1411952492149453,,,,,
23842635110860745,Dark_Canvas_Food-Fest,"FB [Newsfeed]_All Devices_Dinner Occasions_1 Order in 3 Months, >5 in Lifetime",23842635110350745,23842635068860745,Food-Fest-Canvas_UK_04Jul-15Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Dinner-Occasions_Becky+London,LINK_CLICKS,,1411952492149453,,,,,
23842635085040745,Dark_Canvas_Food-Fest,"FB [Newsfeed]_All Devices_Dinner Occasions_1 Order in 3 Months, >5 in Lifetime",23842635078940745,23842635068740745,Food-Fest-Canvas_UK_04Jul-15Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Dinner-Occasions_Becky+National,LINK_CLICKS,,1411952492149453,,,,,
23842634175580745,DARK_Video Ad_WhatWouldYouSayToFood_6,"FB [Newsfeed]_All Devices_Dinner Occasions_1 Order in 3 Months, 3-5 in Lifetime",23842634175820745,23842634174490745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Dinner-Occasions_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842634174570745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Newsfeed]_All Devices_Reactivation_Dormant [At Risk],23842634174800745,23842634174470745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Reactivation_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842634174590745,DARK_Video Ad_WhatWouldYouSayToFood_6,FB [Newsfeed]_All Devices_Reactivation_Lapsed,23842634174820745,23842634174470745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Reactivation_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842632922590745,DARK_Video Link Ad_FoodThatDoesntJudge_Burger,FB [Newsfeed]_All Devices_Reactivation_Lapsed,23842632922640745,23842632909000745,WWYSTF_NZ_06Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Reactivation_Becky,LINK_CLICKS,,1411952492149453,,,,,
23842635073120745,Dark_Canvas_Food-Fest,FB [Newsfeed]_All Devices_Non-Customers_Website Retargeting,23842635071090745,23842635068040745,Food-Fest-Canvas_UK_04Jul-15Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky+National,LINK_CLICKS,,1411952492149453,,,,,
23842634175260745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Newsfeed]_All Devices_Non-Customers_Takeaway Interests,23842634175540745,23842634174580745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842634175010745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Newsfeed]_All Devices_Non-Customers_Competitors Interests,23842634175590745,23842634174580745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842634175110745,DARK_Video Ad_WhatWouldYouSayToFood_6,FB [Newsfeed]_All Devices_Non-Customers_Lookalike: App and Web Customers,23842634175530745,23842634174580745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842632948220745,DARK_Video Link Ad_FoodThatDoesntJudge_Pizza,FB [Newsfeed]_All Devices_Customer Activation_All Customer Activation,23842632948170745,23842632909970745,WWYSTF_NZ_06Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Customer-Activation_Becky,LINK_CLICKS,,1411952492149453,,,,,
23842632890530745,DARK_Video Ad_FoodThatDoesntJudge_Sushi,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_App Installed (No Purchase) – Copy,23842632890120745,23842632888300745,23Jun17-30Jun17_Brand_UK_FoodThatDoesntJudge-Video_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,VIDEO_VIEWS,,1411952492149453,,,,,
23842632890320745,DARK_Video Ad_FoodThatDoesntJudge_Burger,FB [Mobile & Desktop (Newsfeed)]_Lookalike (Pixel)_Non-customers_All_LAL App and Web Customers – Copy,23842632889990745,23842632888300745,23Jun17-30Jun17_Brand_UK_FoodThatDoesntJudge-Video_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,VIDEO_VIEWS,,1411952492149453,,,,,
23842635110840745,Dark_Canvas_Food-Fest,"FB [Newsfeed]_All Devices_Dinner Occasions_1 Order in 3 Months, 3-5 in Lifetime",23842635110330745,23842635068860745,Food-Fest-Canvas_UK_04Jul-15Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Dinner-Occasions_Becky+London,LINK_CLICKS,,1411952492149453,,,,,
23842634448640745,BOOSTED_Event Announcement,FB [Newsfeed]_All Devices_Non-Customers_Lookalike: App and Web Customers,23842634448730745,23842634448470745,Food-Fest_UK_04Jul-18Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,EVENT_RESPONSES,,1411952492149453,,,,,
23842635482150745,Boosted_ChatBot_1,FB [Newsfeed]_All Devices_Non-Customers_Takeaway Interests,23842635482170745,23842635482120745,Food-Fest:-Chatbot-(London)_UK_07Jul-13Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,LINK_CLICKS,,1411952492149453,,,,,
23842634174690745,DARK_Video Ad_WhatWouldYouSayToFood_1,FB [Newsfeed]_All Devices_Reactivation_Dormant,23842634174780745,23842634174470745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Reactivation_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842634480880745,DARK_Video Ad_WhatWouldYouSayToFood_1,FB [Newsfeed]_All Devices_Customer Activation_1st-2nd Order [Standard],23842634480870745,23842634174550745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Customer-Activation_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842635498900745,Boosted_ChatBot_2,"FB [Newsfeed]_All Devices_Dinner Occasions_1 Order in 3 Months, >5 in Lifetime",23842635482420745,23842635482370745,Food-Fest:-Chatbot-(London)_UK_07Jul-13Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Dinner-Occasions_Becky,LINK_CLICKS,,1411952492149453,,,,,
23842634175520745,DARK_Video Ad_WhatWouldYouSayToFood_1,FB [Newsfeed]_All Devices_Non-Customers_Engaged with JE FB Page,23842634175600745,23842634174580745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842632928250745,DARK_Video Link Ad_FoodThatDoesntJudge_Pizza,"FB [Newsfeed]_All Devices_Dinner Occasions_1 Order in 3 Months, 3-5 in Lifetime",23842632928050745,23842632910030745,WWYSTF_NZ_06Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Dinner-Occasions_Becky,LINK_CLICKS,,1411952492149453,,,,,
23842635073080745,Dark_Canvas_Food-Fest,FB [Newsfeed]_All Devices_Non-Customer_App Installed [No Purchase],23842635071160745,23842635068040745,Food-Fest-Canvas_UK_04Jul-15Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky+National,LINK_CLICKS,,1411952492149453,,,,,
23842634484860745,DARK_Video Ad_WhatWouldYouSayToFood_2,FB [Newsfeed]_All Devices_Customer Activation_1st-3rd Order [At Risk],23842634484880745,23842634174550745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Customer-Activation_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842634174670745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Newsfeed]_All Devices_Reactivation_Live [At Risk],23842634174760745,23842634174470745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Reactivation_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842632922560745,DARK_Video Link Ad_FoodThatDoesntJudge_Burger,FB [Newsfeed]_All Devices_Reactivation_Dormant [At Risk],23842632922730745,23842632909000745,WWYSTF_NZ_06Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Reactivation_Becky,LINK_CLICKS,,1411952492149453,,,,,
23842634174660745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Newsfeed]_All Devices_Reactivation_Lapsed,23842634174820745,23842634174470745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Reactivation_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842634174930745,DARK_Video Ad_WhatWouldYouSayToFood_6,FB [Newsfeed]_All Devices_Non-Customers_Lookalike: App Customers,23842634175570745,23842634174580745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842635488140745,Boosted_ChatBot_1,FB [Newsfeed]_All Devices_Reactivation_Live [At Risk],23842635488130745,23842635482390745,Food-Fest:-Chatbot-(London)_UK_07Jul-13Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Reactivation_Becky,LINK_CLICKS,,1411952492149453,,,,,
23842634175120745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Newsfeed]_All Devices_Non-Customers_Lookalike: App and Web Customers,23842634175530745,23842634174580745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842634448580745,BOOSTED_Event Announcement,FB [Newsfeed]_All Devices_Non-Customers_Lookalike: App Customers,23842634448720745,23842634448470745,Food-Fest_UK_04Jul-18Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,EVENT_RESPONSES,,1411952492149453,,,,,
23842632891350745,DARK_Video Ad_FoodThatDoesntJudge_Sushi,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Customer Activation – Copy,23842632891340745,23842632888710745,23Jun17-30Jun17_Brand_UK_FoodThatDoesntJudge-Video_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Customer Activation,VIDEO_VIEWS,,1411952492149453,,,,,
23842632890230745,DARK_Video Ad_FoodThatDoesntJudge_Sushi,FB [Mobile & Desktop (Newsfeed)]_Retargeting (Engagement)_Non-customers_All_Engagement Retargeting – Copy,23842632890150745,23842632888300745,23Jun17-30Jun17_Brand_UK_FoodThatDoesntJudge-Video_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,VIDEO_VIEWS,,1411952492149453,,,,,
23842635482470745,Boosted_ChatBot_1,"FB [Newsfeed]_All Devices_Dinner Occasions_2 Order in 3 Months, >3 in Lifetime",23842635482460745,23842635482370745,Food-Fest:-Chatbot-(London)_UK_07Jul-13Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Dinner-Occasions_Becky,LINK_CLICKS,,1411952492149453,,,,,
23842632901350745,DARK_Video Ad_FoodThatDoesntJudge_Burger,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_All_Users who have made 5+ orders in their life time & 1 order in the last 3 months,23842632901370745,23842632888730745,23Jun17-30Jun17_Brand_UK_FoodThatDoesntJudge-Video_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Dinner Occasions,VIDEO_VIEWS,,1411952492149453,,,,,
23842632890060745,DARK_Video Ad_FoodThatDoesntJudge_Sushi,FB [Mobile & Desktop (Newsfeed)]_Interests / Behaviours_Non-customer_All_Takeaway Interests – Copy,23842632890030745,23842632888300745,23Jun17-30Jun17_Brand_UK_FoodThatDoesntJudge-Video_39_Auct_OPT-Engagements_CG-Engagement_BTL-Appetite-Appeal-Content_Native_Acquisition,VIDEO_VIEWS,,1411952492149453,,,,,
6071279843527,DARK_Image Carousel_Pizza 2,FB [Mobile & Desktop (Newsfeed)]_CRM Upload_Existing_iOS_Reactivations_Lapsed,6070946675927,6070946671327,19May17-30Jun17_DR_UK_DR-Activity-Audience-Approach_39_Auct_OPT-Conversions_CG-Orders_BTL-Always-On-DR-Activity-Existing_Smartly_Reactivations_Web,CONVERSIONS,,1148017655209606,,,,,
23842635112480745,Dark_Canvas_Food-Fest,FB [Newsfeed]_All Devices_Reactivation_Lapsed,23842635111790745,23842635069220745,Food-Fest-Canvas_UK_04Jul-15Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Reactivation_Becky+London,LINK_CLICKS,,1411952492149453,,,,,
23842634175150745,DARK_Video Ad_WhatWouldYouSayToFood_6,FB [Newsfeed]_All Devices_Non-Customers_Lookalike: Customer Activation,23842634175550745,23842634174580745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842634175180745,DARK_Video Ad_WhatWouldYouSayToFood_1,FB [Newsfeed]_All Devices_Non-Customers_Lookalike: Customer Activation,23842634175550745,23842634174580745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842635073050745,Dark_Canvas_Food-Fest,FB [Newsfeed]_All Devices_Non-Customers_Competitors Interests,23842635071110745,23842635068040745,Food-Fest-Canvas_UK_04Jul-15Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky+National,LINK_CLICKS,,1411952492149453,,,,,
23842634175730745,DARK_Video Ad_WhatWouldYouSayToFood_2,"FB [Newsfeed]_All Devices_Dinner Occasions_2 Order in 3 Months, >3 in Lifetime",23842634175830745,23842634174490745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Dinner-Occasions_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842634174480745,DARK_Video Ad_WhatWouldYouSayToFood_2,FB [Newsfeed]_All Devices_Reactivation_Dormant [At Risk],23842634174800745,23842634174470745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Reactivation_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
23842632928210745,DARK_Video Link Ad_FoodThatDoesntJudge_Pizza,"FB [Newsfeed]_All Devices_Dinner Occasions_2 Order in 3 Months, >3 in Lifetime",23842632928130745,23842632910030745,WWYSTF_NZ_06Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Dinner-Occasions_Becky,LINK_CLICKS,,1411952492149453,,,,,
23842634175440745,DARK_Video Ad_WhatWouldYouSayToFood_5,FB [Newsfeed]_All Devices_Non-Customers_Website Retargeting,23842634175640745,23842634174580745,WWYSTF_UK_03Jul-31Jul_FY17-Q3_Auct._OPT-Engagements_CG-Engagement_Native_Core-Media(PO-JEUK0008540)_Non-Customers_Becky,POST_ENGAGEMENT,,1411952492149453,,,,,
